41.307969,79.179584
76.707244,56.972625
66.281843,74.514322
71.367793,71.771722
36.803766,77.016277
61.172435,78.153672
55.356326,79.626643
45.411004,80.366870
73.150151,30.737744
35.692069,76.717624
48.656618,79.361536
55.182655,80.226652
37.092435,76.742335
25.200155,67.228753
76.001744,64.909885
19.773767,54.293910
55.371447,20.024044
25.226441,34.098121
53.083265,79.606615
29.865522,73.349924
68.299611,76.398024
73.106308,68.645992
71.306170,29.023234
47.710181,80.327910
63.491958,22.842946
32.562125,74.587031
58.409411,78.821932
59.883240,77.904478
45.894269,80.238391
63.417792,76.872232
51.234926,19.678928
44.924736,20.018104
59.759330,21.768382
72.796485,28.769312
29.081700,28.749087
43.838974,21.518945
40.593840,22.325995
43.270775,21.219149
58.891352,21.852831
19.559712,48.226227
40.308382,22.068743
46.496845,20.312332
34.972845,24.164646
54.482614,20.092027
36.286473,23.365691
40.409155,23.382186
49.755662,20.322756
70.999866,27.745818
37.367186,23.354169
53.897632,19.768542
54.367492,19.744469
36.267986,24.449521
70.870634,70.514394
79.815878,43.895203
80.069785,48.694243
75.041516,32.413947
61.170314,21.528342
60.613642,21.352261
66.704796,25.324537
61.764749,77.682337
52.887560,80.118892
45.841662,79.757596
78.651330,46.080448
39.410478,77.609320
30.330571,72.185585
63.188202,76.503911
37.665749,77.891037
32.540537,74.977314
61.223498,78.495649
24.647346,65.472698
51.117466,79.597840
50.950017,80.346848
34.192156,75.676940
36.919006,76.695201
40.683407,77.676782
38.519488,78.151269
24.233355,62.857615
40.622777,79.310251
54.147516,79.271019
55.175437,80.137295
49.691749,163.104061
54.086334,80.044883
47.720934,79.869587
77.552186,62.542542
74.082558,68.547300
55.274853,79.928191
49.777580,79.815514
69.557561,72.501490
57.664345,21.319476
80.198269,53.208733
75.411601,66.501502
67.538706,75.383526
63.325548,23.294776
71.527652,30.435290
74.336466,31.723877
68.666153,26.357884
67.457478,23.637466
126.121881,48.552368
78.147652,40.272859
52.473011,19.615142
48.514017,19.798508
49.263093,21.264460
50.013014,19.667349
39.701912,22.215035
75.744104,35.197740
77.149425,64.477470
79.810786,51.982467
57.813957,20.991633
58.301740,21.317972
49.520496,20.167825
57.108746,21.036523
49.905765,19.971696
43.751224,19.766128
31.775650,24.869914
42.583177,20.698493
42.758713,21.498787
60.056170,21.889976
79.808290,49.875733
51.124341,20.023234
76.213632,35.369349
56.681446,21.900445
80.465189,46.832551
66.226492,24.110471
45.095937,18.679314
69.213997,25.803493
69.605043,27.268330
19.761599,50.796590
62.126346,22.241907
63.667819,24.276729
61.496062,22.280227
60.720351,21.712117
41.881875,18.780651
39.039846,22.603885
40.827134,22.336258
53.082541,19.680530
38.356265,22.866991
26.922676,30.212846
67.732767,25.571515
72.162067,28.899033
35.736122,76.257103
63.992717,76.740503
47.540607,79.817983
